Unnamed: 0,questions,answer,type
3458,At what specific year did State of PALESTINE enter the OIC?,1969,numeric
3459,Which year did State of PALESTINE become part of the OIC?,1969,numeric
3460,At what year did State of PALESTINE receive membership in the OIC?,1969,numeric
3461,which year was State of PALESTINE accepted as a member of the OIC?,1969,numeric
3462,give me the year when State of PALESTINE became a member of the OIC,1969,numeric
3463,The year when State of PALESTINE obtain its OIC membership?,1969,numeric
3464,what was the year when State of PALESTINE acquired membership in the OIC?,1969,numeric
3465,At what year did Union of The COMOROS attain membership in the OIC?,1976,numeric
3466,Which year was Union of The COMOROS admitted to the OIC?,1976,numeric
3467,At what year did Union of The COMOROS gain entry into the OIC?,1976,numeric
3468,When did Union of The COMOROS become a member state of the OIC?,1976,numeric
3469,Union of The COMOROS year of admission into the OIC,1976,numeric
3470,the year when Union of The COMOROS granted OIC membership?,1976,numeric
3471,At what year did Union of The COMOROS secure its place in the OIC?,1976,numeric
3472,Which year did Union of The COMOROS achieve membership status within the OIC?,1976,numeric
3473,At what specific year did Union of The COMOROS enter the OIC?,1976,numeric
3474,Which year did Union of The COMOROS become part of the OIC?,1976,numeric
3475,At what year did Union of The COMOROS receive membership in the OIC?,1976,numeric
3476,which year was Union of The COMOROS accepted as a member of the OIC?,1976,numeric
3477,give me the year when Union of The COMOROS became a member of the OIC,1976,numeric
3478,The year when Union of The COMOROS obtain its OIC membership?,1976,numeric
3479,what was the year when Union of The COMOROS acquired membership in the OIC?,1976,numeric
3480,At what year did KYRGYZ Republic attain membership in the OIC?,1992,numeric
3481,Which year was KYRGYZ Republic admitted to the OIC?,1992,numeric
3482,At what year did KYRGYZ Republic gain entry into the OIC?,1992,numeric
3483,When did KYRGYZ Republic become a member state of the OIC?,1992,numeric
3484,KYRGYZ Republic year of admission into the OIC,1992,numeric
3485,the year when KYRGYZ Republic granted OIC membership?,1992,numeric
3486,At what year did KYRGYZ Republic secure its place in the OIC?,1992,numeric
3487,Which year did KYRGYZ Republic achieve membership status within the OIC?,1992,numeric
3488,At what specific year did KYRGYZ Republic enter the OIC?,1992,numeric
3489,Which year did KYRGYZ Republic become part of the OIC?,1992,numeric
3490,At what year did KYRGYZ Republic receive membership in the OIC?,1992,numeric
3491,which year was KYRGYZ Republic accepted as a member of the OIC?,1992,numeric
3492,give me the year when KYRGYZ Republic became a member of the OIC,1992,numeric
3493,The year when KYRGYZ Republic obtain its OIC membership?,1992,numeric
3494,what was the year when KYRGYZ Republic acquired membership in the OIC?,1992,numeric
3495,At what year did State of QATAR attain membership in the OIC?,1972,numeric
3496,Which year was State of QATAR admitted to the OIC?,1972,numeric
3497,At what year did State of QATAR gain entry into the OIC?,1972,numeric
3498,When did State of QATAR become a member state of the OIC?,1972,numeric
3499,State of QATAR year of admission into the OIC,1972,numeric
3500,the year when State of QATAR granted OIC membership?,1972,numeric
3501,At what year did State of QATAR secure its place in the OIC?,1972,numeric
3502,Which year did State of QATAR achieve membership status within the OIC?,1972,numeric
3503,At what specific year did State of QATAR enter the OIC?,1972,numeric
3504,Which year did State of QATAR become part of the OIC?,1972,numeric
3505,At what year did State of QATAR receive membership in the OIC?,1972,numeric
3506,which year was State of QATAR accepted as a member of the OIC?,1972,numeric
3507,give me the year when State of QATAR became a member of the OIC,1972,numeric
3508,The year when State of QATAR obtain its OIC membership?,1972,numeric
3509,what was the year when State of QATAR acquired membership in the OIC?,1972,numeric
3510,At what year did Republic of KAZAKHSTAN attain membership in the OIC?,1995,numeric
3511,Which year was Republic of KAZAKHSTAN admitted to the OIC?,1995,numeric
3512,At what year did Republic of KAZAKHSTAN gain entry into the OIC?,1995,numeric
3513,When did Republic of KAZAKHSTAN become a member state of the OIC?,1995,numeric
3514,Republic of KAZAKHSTAN year of admission into the OIC,1995,numeric
3515,the year when Republic of KAZAKHSTAN granted OIC membership?,1995,numeric
3516,At what year did Republic of KAZAKHSTAN secure its place in the OIC?,1995,numeric
3517,Which year did Republic of KAZAKHSTAN achieve membership status within the OIC?,1995,numeric
3518,At what specific year did Republic of KAZAKHSTAN enter the OIC?,1995,numeric
3519,Which year did Republic of KAZAKHSTAN become part of the OIC?,1995,numeric
3520,At what year did Republic of KAZAKHSTAN receive membership in the OIC?,1995,numeric
3521,which year was Republic of KAZAKHSTAN accepted as a member of the OIC?,1995,numeric
3522,give me the year when Republic of KAZAKHSTAN became a member of the OIC,1995,numeric
3523,The year when Republic of KAZAKHSTAN obtain its OIC membership?,1995,numeric
3524,what was the year when Republic of KAZAKHSTAN acquired membership in the OIC?,1995,numeric
3525,At what year did Republic of CAMEROON attain membership in the OIC?,1974,numeric
3526,Which year was Republic of CAMEROON admitted to the OIC?,1974,numeric
3527,At what year did Republic of CAMEROON gain entry into the OIC?,1974,numeric
3528,When did Republic of CAMEROON become a member state of the OIC?,1974,numeric
3529,Republic of CAMEROON year of admission into the OIC,1974,numeric
3530,the year when Republic of CAMEROON granted OIC membership?,1974,numeric
3531,At what year did Republic of CAMEROON secure its place in the OIC?,1974,numeric
3532,Which year did Republic of CAMEROON achieve membership status within the OIC?,1974,numeric
3533,At what specific year did Republic of CAMEROON enter the OIC?,1974,numeric
3534,Which year did Republic of CAMEROON become part of the OIC?,1974,numeric
3535,At what year did Republic of CAMEROON receive membership in the OIC?,1974,numeric
3536,which year was Republic of CAMEROON accepted as a member of the OIC?,1974,numeric
3537,give me the year when Republic of CAMEROON became a member of the OIC,1974,numeric
3538,The year when Republic of CAMEROON obtain its OIC membership?,1974,numeric
3539,what was the year when Republic of CAMEROON acquired membership in the OIC?,1974,numeric
3540,At what year did IVORY COAST attain membership in the OIC?,2001,numeric
3541,Which year was IVORY COAST admitted to the OIC?,2001,numeric
3542,At what year did IVORY COAST gain entry into the OIC?,2001,numeric
3543,When did IVORY COAST become a member state of the OIC?,2001,numeric
3544,IVORY COAST year of admission into the OIC,2001,numeric
3545,the year when IVORY COAST granted OIC membership?,2001,numeric
3546,At what year did IVORY COAST secure its place in the OIC?,2001,numeric
3547,Which year did IVORY COAST achieve membership status within the OIC?,2001,numeric
3548,At what specific year did IVORY COAST enter the OIC?,2001,numeric
3549,Which year did IVORY COAST become part of the OIC?,2001,numeric
3550,At what year did IVORY COAST receive membership in the OIC?,2001,numeric
3551,which year was IVORY COAST accepted as a member of the OIC?,2001,numeric
3552,give me the year when IVORY COAST became a member of the OIC,2001,numeric
3553,The year when IVORY COAST obtain its OIC membership?,2001,numeric
3554,what was the year when IVORY COAST acquired membership in the OIC?,2001,numeric
3555,At what year did State of KUWAIT attain membership in the OIC?,1969,numeric
3556,Which year was State of KUWAIT admitted to the OIC?,1969,numeric
3557,At what year did State of KUWAIT gain entry into the OIC?,1969,numeric
3558,When did State of KUWAIT become a member state of the OIC?,1969,numeric
3559,State of KUWAIT year of admission into the OIC,1969,numeric
3560,the year when State of KUWAIT granted OIC membership?,1969,numeric
3561,At what year did State of KUWAIT secure its place in the OIC?,1969,numeric
3562,Which year did State of KUWAIT achieve membership status within the OIC?,1969,numeric
3563,At what specific year did State of KUWAIT enter the OIC?,1969,numeric
3564,Which year did State of KUWAIT become part of the OIC?,1969,numeric
3565,At what year did State of KUWAIT receive membership in the OIC?,1969,numeric
3566,which year was State of KUWAIT accepted as a member of the OIC?,1969,numeric
3567,give me the year when State of KUWAIT became a member of the OIC,1969,numeric
3568,The year when State of KUWAIT obtain its OIC membership?,1969,numeric
3569,what was the year when State of KUWAIT acquired membership in the OIC?,1969,numeric
3570,At what year did Republic of LEBANON attain membership in the OIC?,1969,numeric
3571,Which year was Republic of LEBANON admitted to the OIC?,1969,numeric
3572,At what year did Republic of LEBANON gain entry into the OIC?,1969,numeric
3573,When did Republic of LEBANON become a member state of the OIC?,1969,numeric
3574,Republic of LEBANON year of admission into the OIC,1969,numeric
3575,the year when Republic of LEBANON granted OIC membership?,1969,numeric
3576,At what year did Republic of LEBANON secure its place in the OIC?,1969,numeric
3577,Which year did Republic of LEBANON achieve membership status within the OIC?,1969,numeric
3578,At what specific year did Republic of LEBANON enter the OIC?,1969,numeric
3579,Which year did Republic of LEBANON become part of the OIC?,1969,numeric
3580,At what year did Republic of LEBANON receive membership in the OIC?,1969,numeric
3581,which year was Republic of LEBANON accepted as a member of the OIC?,1969,numeric
3582,give me the year when Republic of LEBANON became a member of the OIC,1969,numeric
3583,The year when Republic of LEBANON obtain its OIC membership?,1969,numeric
3584,what was the year when Republic of LEBANON acquired membership in the OIC?,1969,numeric
3585,At what year did Libya attain membership in the OIC?,1969,numeric
3586,Which year was Libya admitted to the OIC?,1969,numeric
3587,At what year did Libya gain entry into the OIC?,1969,numeric
3588,When did Libya become a member state of the OIC?,1969,numeric
3589,Libya year of admission into the OIC,1969,numeric
3590,the year when Libya granted OIC membership?,1969,numeric
3591,At what year did Libya secure its place in the OIC?,1969,numeric
3592,Which year did Libya achieve membership status within the OIC?,1969,numeric
3593,At what specific year did Libya enter the OIC?,1969,numeric
3594,Which year did Libya become part of the OIC?,1969,numeric
3595,At what year did Libya receive membership in the OIC?,1969,numeric
3596,which year was Libya accepted as a member of the OIC?,1969,numeric
3597,give me the year when Libya became a member of the OIC,1969,numeric
3598,The year when Libya obtain its OIC membership?,1969,numeric
3599,what was the year when Libya acquired membership in the OIC?,1969,numeric
3600,At what year did Republic of MALDIVES attain membership in the OIC?,1976,numeric
