Unnamed: 0,questions,answer,type
7445,How many residents aged 5-14  were recorded in New South Wales in 2001?,"891,009",numeric
7446,What was the population tally for New South Wales's 5-14  age group in 2001?,"891,009",numeric
7447,How many individuals aged 5-14  were living in New South Wales in 2001?,"891,009",numeric
7448,What was the count of New South Wales's 5-14  age range population in 2001?,"891,009",numeric
7449,What was the population size of New South Wales's 5-14  age group in 2001?,"891,009",numeric
7450,What was the population census result for New South Wales's 5-14  age cohort in 2001?,"891,009",numeric
7451,How many people in the age group 5-14  were accounted for in New South Wales's 2001 census?,"891,009",numeric
7452,What was the population total for New South Wales's 5-14  age demographic in 2001?,"891,009",numeric
7453,"In 2001, what was the population of New South Wales of the age group 5-14  years?","891,009",numeric
7454,population of New South Wales in 2001 between 5-14  age group,"891,009",numeric
7455,What was the population count of Victoria's 5-14  age group in 2001?,"644,098",numeric
7456,How many individuals aged 5-14  were there in Victoria in 2001?,"644,098",numeric
7457,What was Victoria's population figure for the 5-14  age bracket in 2001?,"644,098",numeric
7458,"In 2001, what was the number of people aged 5-14  residing in Victoria?","644,098",numeric
7459,What was the demographic size of Victoria's 5-14  age category in 2001?,"644,098",numeric
7460,How many residents aged 5-14  were recorded in Victoria in 2001?,"644,098",numeric
7461,What was the population tally for Victoria's 5-14  age group in 2001?,"644,098",numeric
7462,How many individuals aged 5-14  were living in Victoria in 2001?,"644,098",numeric
7463,What was the count of Victoria's 5-14  age range population in 2001?,"644,098",numeric
7464,What was the population size of Victoria's 5-14  age group in 2001?,"644,098",numeric
7465,What was the population census result for Victoria's 5-14  age cohort in 2001?,"644,098",numeric
7466,How many people in the age group 5-14  were accounted for in Victoria's 2001 census?,"644,098",numeric
7467,What was the population total for Victoria's 5-14  age demographic in 2001?,"644,098",numeric
7468,"In 2001, what was the population of Victoria of the age group 5-14  years?","644,098",numeric
7469,population of Victoria in 2001 between 5-14  age group,"644,098",numeric
7470,What was the population count of Queensland's 5-14  age group in 2001?,"519,991",numeric
7471,How many individuals aged 5-14  were there in Queensland in 2001?,"519,991",numeric
7472,What was Queensland's population figure for the 5-14  age bracket in 2001?,"519,991",numeric
7473,"In 2001, what was the number of people aged 5-14  residing in Queensland?","519,991",numeric
7474,What was the demographic size of Queensland's 5-14  age category in 2001?,"519,991",numeric
7475,How many residents aged 5-14  were recorded in Queensland in 2001?,"519,991",numeric
7476,What was the population tally for Queensland's 5-14  age group in 2001?,"519,991",numeric
7477,How many individuals aged 5-14  were living in Queensland in 2001?,"519,991",numeric
7478,What was the count of Queensland's 5-14  age range population in 2001?,"519,991",numeric
7479,What was the population size of Queensland's 5-14  age group in 2001?,"519,991",numeric
7480,What was the population census result for Queensland's 5-14  age cohort in 2001?,"519,991",numeric
7481,How many people in the age group 5-14  were accounted for in Queensland's 2001 census?,"519,991",numeric
7482,What was the population total for Queensland's 5-14  age demographic in 2001?,"519,991",numeric
7483,"In 2001, what was the population of Queensland of the age group 5-14  years?","519,991",numeric
7484,population of Queensland in 2001 between 5-14  age group,"519,991",numeric
7485,What was the population count of South Australia's 5-14  age group in 2001?,"197,649",numeric
7486,How many individuals aged 5-14  were there in South Australia in 2001?,"197,649",numeric
7487,What was South Australia's population figure for the 5-14  age bracket in 2001?,"197,649",numeric
7488,"In 2001, what was the number of people aged 5-14  residing in South Australia?","197,649",numeric
7489,What was the demographic size of South Australia's 5-14  age category in 2001?,"197,649",numeric
7490,How many residents aged 5-14  were recorded in South Australia in 2001?,"197,649",numeric
7491,What was the population tally for South Australia's 5-14  age group in 2001?,"197,649",numeric
7492,How many individuals aged 5-14  were living in South Australia in 2001?,"197,649",numeric
7493,What was the count of South Australia's 5-14  age range population in 2001?,"197,649",numeric
7494,What was the population size of South Australia's 5-14  age group in 2001?,"197,649",numeric
7495,What was the population census result for South Australia's 5-14  age cohort in 2001?,"197,649",numeric
7496,How many people in the age group 5-14  were accounted for in South Australia's 2001 census?,"197,649",numeric
7497,What was the population total for South Australia's 5-14  age demographic in 2001?,"197,649",numeric
7498,"In 2001, what was the population of South Australia of the age group 5-14  years?","197,649",numeric
7499,population of South Australia in 2001 between 5-14  age group,"197,649",numeric
7500,What was the population count of Western Australia's 5-14  age group in 2001?,"269,967",numeric
7501,How many individuals aged 5-14  were there in Western Australia in 2001?,"269,967",numeric
7502,What was Western Australia's population figure for the 5-14  age bracket in 2001?,"269,967",numeric
7503,"In 2001, what was the number of people aged 5-14  residing in Western Australia?","269,967",numeric
7504,What was the demographic size of Western Australia's 5-14  age category in 2001?,"269,967",numeric
7505,How many residents aged 5-14  were recorded in Western Australia in 2001?,"269,967",numeric
7506,What was the population tally for Western Australia's 5-14  age group in 2001?,"269,967",numeric
7507,How many individuals aged 5-14  were living in Western Australia in 2001?,"269,967",numeric
7508,What was the count of Western Australia's 5-14  age range population in 2001?,"269,967",numeric
7509,What was the population size of Western Australia's 5-14  age group in 2001?,"269,967",numeric
7510,What was the population census result for Western Australia's 5-14  age cohort in 2001?,"269,967",numeric
7511,How many people in the age group 5-14  were accounted for in Western Australia's 2001 census?,"269,967",numeric
7512,What was the population total for Western Australia's 5-14  age demographic in 2001?,"269,967",numeric
7513,"In 2001, what was the population of Western Australia of the age group 5-14  years?","269,967",numeric
7514,population of Western Australia in 2001 between 5-14  age group,"269,967",numeric
7515,What was the population count of Tasmania's 5-14  age group in 2001?,"67,247",numeric
7516,How many individuals aged 5-14  were there in Tasmania in 2001?,"67,247",numeric
7517,What was Tasmania's population figure for the 5-14  age bracket in 2001?,"67,247",numeric
7518,"In 2001, what was the number of people aged 5-14  residing in Tasmania?","67,247",numeric
7519,What was the demographic size of Tasmania's 5-14  age category in 2001?,"67,247",numeric
7520,How many residents aged 5-14  were recorded in Tasmania in 2001?,"67,247",numeric
7521,What was the population tally for Tasmania's 5-14  age group in 2001?,"67,247",numeric
7522,How many individuals aged 5-14  were living in Tasmania in 2001?,"67,247",numeric
7523,What was the count of Tasmania's 5-14  age range population in 2001?,"67,247",numeric
7524,What was the population size of Tasmania's 5-14  age group in 2001?,"67,247",numeric
7525,What was the population census result for Tasmania's 5-14  age cohort in 2001?,"67,247",numeric
7526,How many people in the age group 5-14  were accounted for in Tasmania's 2001 census?,"67,247",numeric
